title,price,description
"
		Veleiro Cal 9.2 De 30 Pes Motor Yanmar 29 Novo Roda De Leme
	",130.000,"<p>Cal 9.2 ano 1993 RODA DE LEME MOTOR YANMAR 29 NOVO<br><br>Aprovado para 9 pessoas dia e 6 pernoite<br><br>Equipamento.<br><br>Motor yanmar 29 hp com pouco uso (menos de 400 horas de uso).<br><br>Salvatagem<br><br>Bomba de porão elétrica e outra manual<br><br>Bomba de porão elétrica e automatico de reserva<br><br>Enrolador de genoa<br><br>Escada de mastro<br><br>Plataforma de popa<br><br>4 vigias no salão<br><br>Lasy jack<br><br>VHF<br><br>Som<br><br>2 âncoras bruce de 10 e 7,5 kg<br><br>Mais 2 âncoras bruce e danfort de reserva<br><br>Doghouse<br><br>Bimini<br><br>Roda de Leme<br><br>Piloto automático auto-helm 4000<br><br>Gps echomap chirp 52 vc<br><br>Outro fishfinder na cabine<br><br>Targa com suporte para bote<br><br>Placa solar 150 whats<br><br>Dois controladores de carga<br><br>2 baterias<br><br>Geladeira elétrica elber<br><br>Bote inflável flexboat<br><br>Motor de popa 3,3 hp<br><br>Toldo de reserva<br><br>Sistema que permite adoçar o motor após uso</p>"
"
		Veleiro Delta 36 Ano 2011 Único Dono Com Ar Condicionado
	",450.000,"<p>Delta 36 ano 2010 único dono. <br>Mastro normal.   <br>Quilha curta com bulbo calado 1,45m calado.     <br>Yanmar 40 rabeta 330 horas uso.   <br>Jogo de cama completo.     <br>Bote fundo rígido motor 3.3 hps.   <br>Vela mestra com 2 rizos e batem Carr. <br>Genoa com enrolador uma gennaker. <br>Pintura de fundo feita a 2 meses tinta internacional.  <br>Guincho elétrico 2 âncoras e 50 m de corrente.     <br>GPS plotter Garmin. <br>Piloto automático hidráulico no quadrante da roda de leme.  <br>Targa inox com turcos e sem placas solares.   <br>Água quente no barco todo   <br>Ar condicionado quente e frio no barco todo até no banheiro.      <br>Vaso elétrico no banheiro <br>Geladeira elétrica.  <br>Inversor e carregador de baterias.      <br>Radar Raymarine. <br>Rádio VHF Raymarine.   <br>Tv lcd 29”     <br>Som CD      <br>Dog house e Bimini top.       <br>Churrasqueira    <br>Microondas.    <br><br>Barco impecável.</p>"
"
		Fast 410 Yanmar 40 Velas North Sails Falta Finalizar Reforma
	",200.000,"<p>VELEIRO FAST 410 NECESSITANDO TERMINAR A REFORMA<br><br>MOTOR YANMAR 39 HPS PÉ DE GALINHA EM BOM ESTADO DE CONSERVAÇÃO COM REVISÕES PERIÓDICAS <br><br>BARCO NO GÉO COAT ORIGNAL NECESSITANDO DE PINTURA DE FUNDO E POLIMENTO EM GERAL<br><br>MARCENARIA A SER TERMINADA, UMA PARTE JÁ FOI REFEITA COM MADEIRA CLARA E OUTRA PARTE MADEIRA ESCURA ORIGINAL<br><br>PISOS INTERNOS NOVOS REFEITOS EM MUITO BOM ESTADO<br><br>GAIUTAS DO CONVÉS IMPORTADAS EM BOM ESTADO DE CONSERVAÇÃO<br><br>VELAS NORTH SAILS GUARDADAS DENTRO DE CASA EM BOM ESTADO, MESTRA, GENOA 1, GENNAKER E BALÃO<br><br>CABOS EM GERAL ESCOTAS E ADRIÇAS NECESSITANDO SEREM TROCADOS<br><br>EQUIPAMENTOS ELETRÔNICOS MUITO ANTIGOS TRIDATA E SONDA<br><br>SISTEMA ELÉTRICO NECESSITA DE UMA REVISÃO<br><br>SISTEMA HIDRÁULICO NECESSITA DE REVISÃO<br><br>CAPOTARIA SEM AS LONAS SÓ POSSUI AS ARMAÇÕES DE TUBOS<br><br>MASTREAÇÃO E ESTAIAMENTO EM BOM ESTADO<br><br>TAPEÇARIA INTERNA E ESTOFADOS EM BOM ESTADO<br><br>BARCO NECESSITANDO TERMINAR A REFORMA</p>"
"
		Beneteau 43 Cyclades Com 3 Suítes De Casal Super Equipado
	",650.000,"<p>VELEIRO BENETEAU 43.3 CYCLADES ANO 2005<br><br>Em excelente estado e todo equipado para travessias/morar a bordo, barco muito bem cuidado, revisão total em 2015 e equipamentos novos (feito inclusive troca de todos os passa-casco e válvulas).<br>Salão com pé direito de 2,10; 03 suites, Ar condicionado, mesa retrátil (grande cama de casal no salão), estofamento de couro branco e outro de tecido impermeável para uso diário, talheres/copos/pratos, dvd Blue Ray, Smart TV LED acesso internet, CD/USB/MP3 todos novos Sansung, fogão, microondas, duas geladeiras (com congelador), todas as luzes de LED, água quente no barco todo, cortinas, 3 botijóes de gás 5 kg, tanque água 600 lts, tanque diesel 200 lts, vaso elétrico novo no banheiro social.<br>Eletronicos novos: Radar, AIS, dois Plotter, duas Sondas (uma CHIRP), Piloto, VHF, Tridata, placa solar, gerador eólico, bimini/dog/toldo novos<br>Manual de uso do barco, do motor e de todos os equipamentos, tem até chave reserva.<br> <br>Motor Yanmar 54 hp revisado pela autorizada<br>Mastreação com vela grande de enrolar no mastro, revisado fev/16 (estaiamento revisado e troca do stay BE)<br>Velas revisadas, MESTRA com enrolador no mastro e GENOA com enrolador<br>Bimini e Dog novos já do modelo 2015<br>Targa inox com turco p bote e motor de popa<br>Plotter C 80 Raymarine, Piloto automático st 6002, sonda, Tridata<br>Plotter 820 XS Garmim novo modelo top line com mesa giratória no cockpit<br>Radar HD Garmin novo<br>AIS 600 Garmin novo transmite e recebe<br>Interface NMEA 183/2000<br>Radio VHF fixo Raymarine e VHF portátil Cobra prova dágua<br>Sonda Garmim CHIRP 3D (nova)<br>Guincho elétrico Quick 1.500 watts<br>40 metros corrente calibrada (2015)<br>Duas Ancoras Bruce<br>Balsa abandono 6 pessoas Classe II nova<br>Bote Zefir 270 novo, capa proteção UV<br>Motor de popa Mercury 8 hp novo<br>Gerador eólico AeroGen 30 AH<br>Placa Solar nova de 250<br>6 baterias Moura Clean(ciclo profundo) 150 AH cada novas<br>1 bateria Moura 75 AH nova p motor<br>Carregador baterias inteligente<br>Inversor 1000 watts<br>Salvatagem completa, coletes, cintos de segurança, linha de vida, fumígenos, facho holmes<br>Controladores carga da placa/gerador eólico<br>Chaves corta corrente motor e baterias<br>Cabos novos,<br>Toldo convés novo<br>Balão simétrico <br>Pau spy<br>Shore power com disjuntor de segurança<br>Epirb personal</p>"
"
		Veleiro Fast 410 Totalmente Revitalizado Yanmar 40 Novo
	",300.000,"<p>VELEIRO FAST 410 TOTALMENTE REVITALIZADO <br><br>MOTOR YANMAR 3JH DE 40 HPS ZERO COM APENAS 20 HORAS DE USO<br><br>PÉ DE GALINHA<br><br>BARCO TOTALMENTE REPINTADO, COSTADO, CONVÉS E PINTURA DE FUNDO TUDO NOVO<br><br>AR CONDICIONADO 16.000 BTUS MARINIZADO IMPORTADO PRATICAMENTE NOVO (SEM GERADOR) <br><br>2 JOGOS DE VELAS, 2 MESTRAS E 2 GENOAS EM MUITO BOM ESTADO DE CONSERVAÇÃO<br><br>CAPA DE MESTRA NOVA COM LAZY JACK<br><br>ENROLADOR DE GENOA<br><br>CAPOTARIA EM MUITO BOM ESTADO DOG HOUSE E BIMINI TOP<br><br>PILOTO AUTOMÁTICO<br><br>ELETRÔNICOS RAYMARINE<br><br>ACABAMENTO INTERNO TUDO NOVO DESDE MARCENARIA EM FREIJÓ, TAPEÇARIA NOVA, ACABAMENTOS DE TETO NOVOS ESTOFAMENTOS EM COURO NÁUTICO, SISTEMA ELÉTRICO TODO NOVO, SISTEMA HIDRÁULICO TUDO NOVO BARCO TOTALMENTE REVITALIZADO<br><br>ACABAMENTO DE CONVÉS EM TEKA SINTÉTICA KAPAZY NO CONVÉS TODO<br><br>FOGÃO COM FORNO EM AÇO INOX DE 4 BOCAS NOVO<br><br>GELADEIRA CAIXA DE GELO ORIGINAL<br><br>BOTE COM MOTOR DE POPA 3.3 HPS<br><br>TV DE LCD DE 22"" COM DVD<br><br>RÁDIO VHF, GPS<br><br>3 BATERIAS NOVAS, COM CHAVES SELETORAS PERCO IMPORTADAS<br><br>GUINCHO DE ANCORA ELÉTRICO COM 2 ANCORAS<br><br>CHURRASQUEIRA EM AÇO INOX</p>"
"
		Veleiro Jeanneau 35 Com Motor Yanmar 29
	",300.000,"<p>JEANNEAU 35 SUN ODYSSEY ANO 2004 <br><br>MOTOR YANMAR 29 HPS EM MUITO BOM ESTADO DE CONSERVAÇÃO<br>2 CABINES DE CASAL<br>UM BANHEIRO COMPLETO COM VASO HIDRÁULICO E CHUVEIRO QUENTE<br>DOG HOUSE E BIMINI TOP COM LONAS NOVAS<br>VELA MESTRA COM LAJY JACK E BATEN CARR<br>GPS PLOTTER DE 7"" TOUCH SCREEN RAYMARINE<br>ESTAÇÃO DE VENTO RAYMARINE<br>SONDA RAYMARINE, SPEED LOG RAYMARINE<br>PILOTO AUTOMÁTICO RAYMARINE<br>GUINCHO DE ANCORA<br>RÁDIO VHF, SOM CD, <br>INVERSOR DE BATERIAS, GELADEIRA ELÉTRICA, FOGÃO COM FORNO EM INOX<br>SISTEMA DE AIS<br>BOILER DE ÁGUA QUENTE<br>VELA MESTRA, 2 BALÕES, GENOA COM ENROLADOR VELAS EM MUITO BOM ESTADO DE CONSERVAÇÃO<br>TV DE LCD COM ANTENA IMPORTADA</p>"
"
		Veleiro Thor 12.5 De 42 Pés Com Gerador E Ar Cond Yanmar 54
	",360.000,"<p>VELEIRO THOR 12,5 DE 42 PÉS ANO 2004<br><br>MOTOR YANMAR 54 RABETA RECÉM REVISADO PELA AUTORIZADA YANMAR<br>GERADOR DIESEL<br>AR CONDICIONADO MARÍTIMO IMPORTADO<br>VELA MESTRA COM LAZY JACK<br>VELA GENOA COM ENROLADOR<br>DOG HOUSE E BIMINI TOP<br>PILOTO AUTOMÁTICO HIDRÁULICO (NECESSITA TROCAR O MÓDULO)<br>GPS E EQUIPAMENTOS ELETRÔNICOS NECESSITAM SER TROCADOS OU CONSERTADOS<br>2 CABINES COM 2 BANHEIROS ELÉTRICOS (2 SÚITES DE CASAL)<br>BOILER DE ÁGUA QUENTE<br>TARGA DE AÇO INOX COM 2 PLACAS SOLARES<br>CATRACAS E FERRAGENS HARKEN <br>NECESSITA DE PINTURA DE FUNDO<br>NECESSITA TROCAR 3 GAIUTAS<br>BARCO MUITO BEM MONTADO, MAS MUITO TEMPO SEM USO</p>"
"
		Veleiro Bruce Roberts 33 Pilot House Com Bolina Móvel
	",130.000,"<p>VELEIRO 33 PES BOLINA MÓVEL PILOT HOUSE COMANDO DUPLO <br>Projeto Bruce Roberts , construído em meados ( 1985) em São Lourenço , RS , <br>reformado em Porto Alegre , pelo Ramiro ( ex- marceneiro no estaleiro do Plinio Froener) . <br>Tem uma quilha retrátil de 2m , que deixa o barco com calado de 0,54 m .         <br>Comando interno ( roda de Leme) e externo ( cana de Leme ) , piloto automático .     <br>Calefaçao Webasto diesel ( consumo 1 l a cada 4 horas ) ,            <br>motor Wolksvagen 48 hp , marinizado pela Volvo Penta , <br>refrigerador , fogão 2 bocas e forno , rádio , vela grande e genoa , <br>enrolador de genoa , 2 TQs inox de água 260 l , 2 TQs inox combustível 260 l de capacidade , <br>cabine casal proa , cabine central com mesa , estofados para sentar , que transforma-se em cama , <br>banheiro com pia e sanitário com ducha higiênica .             <br>PINTURA DE COSTADO NOVA UM MÊS.  <br>MOTOR REVISADO E PINTADO            <br>GPS              <br>PILOTO AUTOMÁTICO E RÁDIO VHF.</p>"
"
		Veleiro Delta 32 Ano 2000 Roda De Leme Impecável
	",235.000,"<p>DELTA 32 ANO 2000 RODA DE LEME<br>Especificac¸o~es te´cnicas:<br>• Modelo : Delta 32<br>• Fabricante: Delta Yatchs<br>• Projeto: Nestor Volker<br>• Ano: 2000<br>• Tamanho: 32 pe´s<br>• Calado : 1,60<br>• Altura cabine: 1,85<br>• Tanque de a´gua:200 l.<br>• Tanque diesel: 55 l<br>• Pintura de fundo: janeiro 2019 ( agendada pintura para final de janeiro. Entrego o<br>barco com pintura de fundo feita)<br>Motorizac¸a~o:<br>• Motor Yamar 29 hp<br>• Modelo: 3 gm 30<br>• Horas: 1150 horas<br>• Transmissa~o: rabeta<br>Velas:<br>• Mestra com 3 forras de rizo em o´timo estado de conservac¸a~o<br>• Genoa 1 delta<br>• Genoa 3 delta<br>• Gennaker North Sails com sistema de camisinha nova usada uma u´nica vez.<br>• Escotas e adric¸as novas<br>Eletro^nicos e sistema ele´trico:<br>• - Placa Solar NOVA de 150 W<br>• - GPS novo 720S da Garmin com touch scrim e sonda ( ja´ possui entrada para o radar)<br>• - Inversor e carregador de baterias Xantrex 1800 , 40 ah.<br>• - piloto Automa´tico Raymarine E 70.<br>• - Estac¸a~o de Vento completa Raymarine.<br>• -TV de Led e som<br>• - Sonda Raymarine.<br>• - bu´ssola eletro^nica Raymarine.<br>• - Geladeira ele´trica e geladeira com gelo na cozinha.<br>• - Iluminac¸a~o da cabine em Led.<br>• - baterias sendo 2 baterias novas, trocadas em janeiro de 2019 de servic¸o e 1 para o<br>motor.<br>•<br>Acessorios:<br>- Turcos novos em inox na popa para elevac¸a~o do bote, com iluminac¸a~o de led. - Bote Ze´fir 220 reformado em outubro de 2018.<br>- enrolador de genoa<br><br>- Dog House e Bimini .<br>- revestimento do teto em corvin anti mofo<br>- Toldo com sistema muito pra´tico de enrolar na pro´pria retranca, cobrindo boa parte do conve´s, com sistema de captac¸a~o de a´guas de chuva para encher os tanques.<br>- Pintura do Fundo ja´ agendada para janeiro de 2019, Marina Porto Imperial.<br>- Foga~o de 2 bocas e forno em Inox.<br>- estofamentos do sala~o novos , reformados em setembro de 2018( foram feitas va´rias melhorias no sala~o interno, como a possibilidade de extensa~o do beliche de boreste.<br>- A´gua pressurizada na cozinha, banheiro e chuveiro na popa.<br>- Sistema de aquecimento a ga´s da a´gua instalado na popa.<br>- A^ncoras 1 Roca de 15kg com 6 m de corrente inox + 50m de cabo e 1 bruce reserva.<br>- Salvatagem completa<br>- Iluminac¸a~o interna toda em Led<br>-Iluminac¸a~o sub-aquatica com 48 leds.<br>- alarme com sensor de presenc¸a.<br>- defensas novas<br>- Colocac¸a~o de Teca em toda a superfi´cie do cockpit.<br> Barco em excelente estado de conservac¸a~o , aportado atualmente em Paraty(RJ)</p>"
"
		Veleiro Fast 345 Com Motor Totalmente Novo Refeito Em 2016
	",165.000,"<p>VELEIRO FAST 345 EM MUITO BOM ESTADO DE CONSERVAÇÃO<br><br>MOTOR CONTROL TOTALMENTE REFEITO NO FINAL DE 2016 EXCELENTE ESTADO TOTALMENTE NOVO<br> <br>EIXO PÉ DE GALINHA E HÉLICE TUDO NOVO<br> <br>VELA MESTRA NOVA COM LAZY JACK NOVO<br> <br>VELA GENOA 150% NOVA <br> <br>VELA MESTRA E GENOAS ANTIGAS<br> <br>ENROLADOR DE GENOA, REDE DE GUARDA MANCEBO NOVA<br> <br>ESTAÇÃO DE VENTO RAYMARINE, TRIDATA RAYMARINE<br> <br>GPS PLOTTER GARMIN<br> <br>SOM CD COM AUTO-FALANTES EXTERNOS<br> <br>SISTEMA ELÉTRICO E HIDRÁULICO TUDO NOVO<br> <br>CX DE GELO, MARCENARIA INTERNA EM BOM ESTADO<br> <br>ESTOFAMENTOS TODOS NOVOS<br> <br>FOGÃO COM FORNO<br> <br>BANHEIRO COM VASO JABSCO IMPORTADO <br> <br>BIMINI TOP COM LONA NOVA E TARGA COM PLACA SOLAR, NÃO TEM DOG HOUSE<br> <br>PINTURA DE FUNDO NOVA INTERNACIONAL MICRON PREMIUM SETEMBRO 2017 <br>FUNDO SEM OSMOSE PERFEITO<br>PINTURA DE COSTADO TODA EM GÉO COAT ORIGINAL NOVA SETEMBRO 2017<br>PINTURA DE CONVÉS EM PU COM ALL-GRIP ( FINALIZANDO A PINTURA)<br> <br>ESTAIAMENTOS EM MUITO BOM ESTADO DE CONSERVAÇÃO REVISADO PELO TELESMAR AGOSTO 2017<br> <br>CABOS MUITO BONS, PAU DE SPY<br> <br>GAIUTAS IMPORTADAS DO CONVÉS TODAS NOVAS AGOSTO 2017<br> <br>ACRILICO LATERAL NOVO COM INSTALAÇÃO DE VIGIAS PARA MELHOR VENTILAÇÃO</p>"
"
		Velamar 38 Totalmente Revitalizado Motor Vw 48 Hps Recondici
	",200.000,"<p>VELAMAR 38 TOTALMENTE REVITALIZADO MUITO LINDO<br><br>1 Motor Control 48HP - COM GARANTIA . Feito retifica completa esta sendo instalado esta semana após o Natal (sendo gasto quase 15.000,00) VAI FICAR TOTALMENTE NOVO<br><br>Interior com revitalização total e iluminação em LED<br><br>Convés no géo coat original em muito bom estado<br><br>Capotaria toda NOVA, DOG HOUSE, BIMINI TOP, E SACO DE VELA MESTRA LAZYJACK<br><br>1 churrasqueira inox com suporte<br><br>Sistema de água pressurizada instalado 06/2018<br><br>Chuveiro na popa, PLATAFORMA DE POPA COM 2 DEGRAUS<br><br>Convés da popa feito pela Kapazi<br><br>1 VHF<br><br>1 radio CD Pioneer com bluetooth e caixas potentes pioneer<br><br>1 inversor de baterias 1500 wattz<br><br>1 TV SMART SAMSUNG<br><br>1 vela mestra muito boa<br><br>1 vela genoa com enrolador muito boa<br><br>1 vela gennaker muito boa<br><br>1 fogão com forno<br><br>1 carregador de baterias 110 volts<br><br>Louças e pratos que estão no barco<br><br>1 enxoval de toalhas novo para 06 pessoas <br><br>Capotaria completa nova<br><br>2 placas solares no bimini top<br><br>1caixa de gelo <br><br>Sistema de luz interno todo em led tudo novo<br><br>Fundo feito em 10/2018<br><br>Adesivação costado feita em 10/2018 (duração garantida 07 anos com devidos cuidados)<br><br>1 manicaca<br><br>3 defensas<br><br>1 mesa de popa<br><br>2 banheiros com sistemas de toilete manual novos<br><br>cadeira para subir no mastro<br><br>Coletes , extintores e salvatagens (válidos)<br><br>Documentação do barco e proprietário em ordem<br><br>1 GPS - necessita reparo<br><br>1 piloto automático - necessita trocar a correia<br><br>1 estação de vento- necessita reparo<br><br>2 bancos no pupito de poa<br><br>R$220.000,00 barco em Ubatuba</p>"
"
		Veleiro B&b 36 Nova Geração Ano 2010 Com Muito Pouco Uso
	",320.000,"<p>VELEIRO B&amp;B 36 NOVA GERAÇÃO DOCUMENTADO EM 2010<br>ULTIMO BARCO FABRICADO PELO ESTALEIRO<br>COLOCADO NA ÁGUA EM 2011 E FICOU GUARDADO ATÉ HOJE COM MUITO POUCO USO<br>FORAM FABRICADOS VELAS NOVAS NESTRA E GENOA A 9 MESES ATRÁS FEVEREIRO 2018<br>VELA MESTRA COM BATENCARR COM CARRINHOS ROLETADOS E BATVELA (BAT SACO)<br>GENOA NOVA COM ENROLADOR NAUTOS EMBUTIDO NO CONVÉS<br>BURRO TELESCÓPICO NAUTOS<br>ESTAIAMENTO REFORÇADO<br>CAPOTAS NOVAS FEITAS EM FEVEREIRO 2018<br>DOG HOUSE E BIMINI TOP COM INTERLIGAÇÃO TRANSPARENTE COM FERRAGENS EM INOX<br>FOI FEITO UMA REVISÃO GERAL NO YANMAR 30 DE RABETA RECENTEMENTE<br>FOI FEITO PINTURA DE FUNDO FEVEREIRO DE 2018 (POSSUI CRACAS POR TER FICADO PARADO)<br>O BARCO POSSUI<br>GAIUTAS E VIGIAS GOIOT FRANCESAS <br>CATRACAS ST E FERRAGENS NAUTOS<br>PILOTO AUTOMÁTICO RAYMARINE ST6002 NA RODA DE LEME<br>GPS PLOTTER GARMIN COM CARTA NÁUTICA COSTA BRASILEIRA<br>ESTAÇÃO DE VENTO NAVMAN<br>TOMADAS 12v NA RODA DE LEME E NA MESA DE NAVEGAÇÃO<br>SONDA NAVMAN, RÁDIO VHF NA MESA DE NAVEGAÇÃO<br>TV, SOM CD, ADEGA EM BAIXO DA MESA DE NAVEGAÇÃO<br>SISTEMA DE ÁGUA QUENTE PRESSURIZADA INCLUSIVE NA PIA DA COZINHA<br>GELADEIRA ELÉTRICA ELBER FOGÃO DE 2 BOCAS COM FORNO EM AÇO INOX<br>BANHEIRO COM CHUVEIRO QUENTE E FRIO E VASO COM DESCARGA ELÉTRICA<br>RODA DE LEME DOBRÁVEL LEWMAR INGLESA <br>ENROLADOR DE GENOA NAUTOS EMBUTIDO NO CONVÉS<br>BOILER DE ÁGUA QUENTE<br>CHURRASQUEIRA DE AÇO INOX<br>GUINCHO ELÉTRICO PARA ANCORA COM COMANDO NA RODA DE LEME E PROA<br>ANCORA BRUCE NA PROA COM CORRENTE E CABO<br>MESA DE CAFÉ DA MANHÃ NA RODA DE LEME COM AMORTECEDOR<br>VENTILADORES E ILUMINAÇÃO INTERNA TODA EM LED<br>ESTOFAMENTO DO BARCO TODO EM COURO NÁUTICO BRANCO TUDO MUITO BOM<br>2 EXAUSTORES SOLARES NAS DUAS GAIUTAS GOIOT FRANCESAS<br>CHUVEIRO COM ÁGUA QUENTE E FRIA NA PLATAFORMA DE POPA<br>2 BANCOS NO PÚPITO DE POPA<br>SISTEMA DE SHORE POWER 110v E 220v<br>CANA DE LEME DE FORTUNA EM AÇO INOX<br>BANCO DE FIBRA MEIA LUA PARA COLOCAR NA POPA EM FRENTE A RODA DE LEME<br>E MUITO MAIS</p>"
"
		Veleiro Mj 44 Ano 2004/05 Único Dono Yanmar 54 Teka Total
	",430.000,"<p>Veleiro MJ 44 ano 2004 ÚNICO DONO<br><br>Motor Yanmar 54 hps revisado <br>Mastreação importada<br>Mestra genoa com enrolador<br>Convés inteiro com madeira Teka Importada<br>Pintura de Costado Branco Convés Branco e pintura de fundo feita em agosto 2014<br>Dog house e bimini top<br>Piloto automático<br>Estação de vento<br>Rádio Vhf<br>Toldo de retranca<br>Carregador de baterias<br>Painel importado<br>Cozinha completa com água quente, fogão com forno em inox, geladeira elétrica<br>Microondas<br>Inversor de baterias<br>Tv com Dvd<br>Gaiutas e vigias importadas<br>2 banheiros com vasos hidráulicos importados, e 2 box para banho<br>Suite master na popa com banheiro com box e 2 sofás<br>Cabine de casal na proa e mais uma cabine com 2 beliches e um banheiro com box<br>Sala com mesa que rebaixa e vira cama de casal<br>Mesa de navegação e cozinha completa<br>Roda de leme bem grande com mesa de café da manhã e cx de gelo no cockpit<br>Barco em excelente estado de conservação<br><br>R$430.000,00 Barco no Guarujá ÚNICO DONO</p>"
"
		Veleiro Cabo Horn 35 Projeto Cabinho Motor Yanmar 30 Hps
	",250.000,"<p>CABO HORN 35 PILOT HOUSE<br>Projeto Cabinho<br>Ano de construção: 1998<br>Motorização Yanmar 30 diesel<br><br>Características, acessórios e particularidades:<br><br>* Turco para bote de apoio <br>* 4 Tanques de água de 100 litros cada<br>* 2 Tanques de combustível 90L cada<br>* Boiler integrado ao motor para aquecimento de água no chuveiro<br>* 2 ancoras reservas com cabos de 30 metros cada<br>* Foice para cortar rede<br>* helice de duas pás reserva<br>* Exaustor da casa de máquinas<br>* Sala social com duas poltronas<br>* Roda de leme interna<br>* Roda de leme externa - Cockpit<br>* Caixa de gelo interna embutida<br><br>Cozinha:<br><br>* Fogão inox e forno<br>* Bujão de gás<br>* Panelas, talheres, e acessórios em geral<br>* Pratos e copos de acrílico <br>* Lixeira embutida<br>* Torneiras de água doce e salgada<br>* Geladeira 12 Volts<br><br>Banho<br><br>* Vaso sanitário elétrico<br>* Box separado <br>* Ducha com agua quente<br>* Pia com espelho e armário embutido<br>* Toalhas de rosto e de banho<br><br>Elétrica, iluminação e Bombas<br><br>* 12 terminais de luzes internas em led<br>* Terminais com luz azul de cortesia (On/Off/Blue)<br>* Toda a fiação elétrica trocada há 2 anos<br>* Banco de baterias de serviço: 3 baterias de 95Ah e 1 de 65 Ah<br>* Banco de baterias de motor: 1 Bateria de 90 Ah<br>* Luz externa de cruzeta em led iluminando o convés<br>* Luzes de navegação<br><br>Eletrônica e equipamentos:<br><br>* Piloto automático Raymarine ST 4000+<br>* Estação de vento Raymarine<br>* Profundimetro Raymarine<br>* profundimetro/velocimetro Datamarine (em standby)<br>* Gps - Garmin 276c com carta náuticas e pontos da costa brasileira<br>* Rádio VHF Icom IC-422 com repetidora no cockpit<br>* Guincho elétrico com 30 metros de corrente calibrada<br><br>Conforto:<br><br>* Som Pioner com bluetooth e USB<br>* 2 Autofalantes marinizados externos na targa<br>* 1 Inversor 1000 Wats com tomadas 110 Volts pelo barco<br>* 1 Ventilador 12 Volts</p>"
"
		Veleiro Mb 45 Ano 2003 Reformado Em 2014 Yanmar 63 Hps
	",390.000,"<p>VELEIRO MB 45 ANO 2003 REFORMADO EM 2014 COM YANMAR DE 63 HPS BAIXO CALADO 1,65m<br>Um barco forte, seguro, rápido e muito confortável, ideal para longos cruzeiros, mantido em água doce e em perfeito estado de conservação.<br>Motor: Yanmar 63hp, com 690 horas e revisado constantemente em perfeito estado (última revisão 10/2018).<br>Marcenaria feita pelo Plinio na Barcosul.<br>Calado 1,65m quilha de chumbo. (quilha, leme e mastreção reprojetados por Horácio Carabelli e Farol Náutica)<br>Construção resina de poliéster com Divinicell no convés e costado. 2 camadas de epoxi abaixo da linha d´água.<br>Transmissão: Eixo (pé de galinha)<br>Hélice de 3 pás<br>Matreação Farol (3 cruzetas anguladas), toda revisada e novos stays em 2014.<br>Retranca vela Grande com apoio para a vela e lazy Jack<br>Velas: Genoa 2 (enrolador), Trinqueta (enrolador), Mestra e genaker (todas em ótimo estado)<br>2 catracas Wimaq 46 no mastro<br>Carrinhos Roletados para vela Mestra<br>Convés: 2 catracas Wimaq 63; 2 catracas Wimaq 46; Traveler vela grande;<br>Dog House, Bimini e capas em excelente estado.<br>Targa com turco com gerador eólico e solar.<br>Escada e plataforma de popa<br>Roda de leme em couro.<br>2 WC. Um elétrico, outro manual, chuveiro quente e frio.<br>Eletrônicos:<br>Radar BroadBand/ Ploter / AIS de 12 polegadas Northstar c mapa<br>Piloto automático, Simrad<br>Rádio VHF interno/ externo<br>AIS<br>Simrad nss7 evo2 chartplotter, wind e eco/ Multfunction com tela de 7”<br>Antifouling Ultrasonico (Novo)<br>Elétrica:  110v/220 shore; Inversor 1200w<br>Forno Micro ondas; Luzes de navegação LED<br>Luzes internas LED<br>Boiler<br>160w painel solar 2011<br>600w Wind turbine 2011, reformado em 03/2019<br>Carregador para 2 bancos 10 A 2011;<br>3 Baterias estacionárias de 150 A (12/2018)<br>1 bateria p/ Motor 150 A (12/2018)<br>2 chaves de bateria independente,<br>Sistema Balmar de gerenciamento de carga 2011<br>Transformador 220/110v<br>Sistema Som com bluetooth e Alto falantes na cabine e cockpit com separação de zona 1 e zona 2.<br>TV LED 28” <br>DVD Player<br>Geladeira dupla: 110/220V (50/60hz) e 12V  <br>Fogão com válvula solenóide para controle de gás<br>Segurança: Salva vidas; Bóias circulares; Retinida; Sinal luminoso<br>Fogos; Cana de leme de fortuna; 1 leme de fortuna completo para acoplar externo<br>1 bomba de porão elétrica com acionamento automático/manual 5000gl/min<br>1 bomba de porão elétrica com acionamento automático 2000gl/min<br>1 bomba de porão elétrica com acionamento automático 500gl/min<br>Bote salva vidas com motor de popa de 5 HP<br>Estofados novos (cabine e cockpit)<br>02 camas de casal - 01 cabine de Popa e 01 salão principal (acopla nos sofás)<br>03 camas de solteiro<br>Jogos de toalhas e lençóis sob medida para as camas com logotipo da embarcação.<br>Jogos de pratos, copos e talheres (novos)<br>Churrasqueira magma (nova)<br>Ancora em aço inoxidável (Nova) com 50 metros de correntes<br>Guincho elétrico 1500 W<br>Ancora reserva<br>Diversos:<br>Escotas <br>Defensas <br>Fogão 3 bocas com forno aço inox<br>Tanques extras</p>"
