title,price,description
"
		Catamarã Dolphin 460 Ano 2006 Único Dono Completo
	",1.200.000,"<p>CATAMARÃ DOLPHIN 460 ANO 2006 ÚNICO DONO<br> <br>Casco em Divininycell, <br>Mastro e retranca em alumínio<br>2 Motores Volvo D2-40hp com rabetas tudo NOVO REFEITOS PELA VOLVO RECENTEMENTE<br>GERADOR DIESEL NOVO<br>APARELHOS DE AR CONDICIONADO REVISADOS<br>Velas: Mestra, Genoa NUNCA FORAM USADAS<br>Catracas e cabos em ótimo estado de conservação<br>Guincho da Ancora elétrico com 70m de corrente e ancora de reserva<br>Capotaria inovadora fácil de abrir e fechar. <br>1 Fogão Elétrico e 1 Fogão-Forno a gás. 1 Freezer 120L e 2 geladeiras<br>Piloto Automático Hidráulico<br>Estação de Vento, Speed Log, Sonda <br>Casa de máquinas renovada com Anti-ruidos e Anti-chamas NOVOS<br>Barco em excelente estado de conservação com vários equipamentos NOVOS</p>"
"
		Catamarã Projeto Francês Wave Pierce 53 Pés 2008 Fibra Vidro
	",600.000,"<p>VENDE-SE CATAMARÃ DE 53 PÉS , PROJETO FRANCÊS, TODO EQUIPADO PARA IR A QUALQUER LUGAR DO MUNDO.<br><br>AUTO-SUFICIENTE EM ENERGIA ELÉTRICA COM: <br>03 PLACAS SOLARES DE 300 WHATS E 01 DE 140 WHATS + GERADOR EÓLICO DE 500 WHATS + CADA MOTOR POSSUI ARTERNADORES PARA CARREGAR O BANCO DE BATERIA.<br><br>660 AMPERES DE BATERIAS ESPECIAIS DE CICLO PROFUNDO<br><br>02 MOTORES YANMAR DE 75 HPS CADA COM RABETAS YANMAR<br><br>O CAT FAZ 10 NÓS NO MOTOR COM UMA ECONOMIA ESPETACULAR.<br><br>02 RABETAS YANMAR SD50<br>.<br>GENOAS 1 e 2 NOVAS + VELA GRANDE NOVA + BALÃO.<br><br>02 ENROLADORES DE GENOA.<br><br>COZINHA COMPLETA COM FOGÃO DE 04 BOCAS + GELADEIRA ELBER 12 VOLTS COM FREEZER DE 280 LITROS AGUA DOCE E SALGADA NA PIA.<br><br>06 BOMBAS DE PORÃO AUTOMÁTICAS.<br><br>02 BOMBAS D'AGUA PRESSURIZADA PARA PIA DOS BANHEIROS , PIA DA COZINHA , CHUVEIROS E DUCHA DE AGUA DOCE EXTERNA.<br><br>02 CONFORTÁVEIS REDES DE PROA.<br><br>SALA , COZINHA , SALÃO EXTERNO , 02 BANHEIROS , 02 QUARTOS DE CASAL , 02 QUARTOS DE SOLTEIRO , MAIS 02 QUARTOS DE SOLTEIRO EXTERNOS.<br><br>OS 2 BANHEIROS TEM CHUVEIROS COM AGUA QUENTE.<br><br>02 BOILERS DE 25 LITROS CADA PARA BANHO QUENTE.<br><br>RESERVATORIO DE AGUA DE 600 LITROS<br><br>RESERVATORIO DE DIESEL DE 300 LITROS + 300 RESERVA<br>.<br>MUITAS PEÇAS DE REPOSIÇÃO.<br><br>SALVATAGEM PARA 14 PESSOAS.<br><br>COLETES ESPORTIVOS , NADADEIRAS , SNORKEL PARA 10 PESSOAS.<br><br>EQUIPAMENTOS PIROTÉCNICOS EXIGIDOS PELA MARINHA NA VALIDADE.<br><br>GPS CHART PLOTTER E7 RAYMANINE<br><br>CARTA DIGITAL SERIE GOLD COM EXCELENTE DETALHAMENTO "" BRASIL + AMERICA + CARIBE.<br><br>PILOTO AUTOMATICO RAYMARINE.<br><br>RADIO VHF I-100<br><br>ESTAÇÃO DE VENTO RAYMARINE.<br><br>ECHO BATIMETRO COM TEMPERATURA DA AGUA E ALARME DE CARDUME.<br><br>TV DE PLASMA DE 22 POLEGADAS 12 VOLTS.<br><br>SOM CD E MP3 PLAYER 12 VOLTS.<br><br>BOTE COM MOTOR MERCURY.<br><br>TURCO PARA SUBIR O BOTE.<br><br>04 CATRACAS.<br> <br>06 STOPERS.<br><br>03 ANCORAS , 01 DE 15 KILOS , 01 DE 20 KILOS E 01 ROCNA DE 32 KILOS.<br> <br>PRONTO PARA ENTRAR MORAR OU NAVEGAR !!!!!</p>"
"
		Veleiro Jeanneau 42 Ds 2011 Único Dono Gerador E Ar Condicio
	",900.000,"<p>VELEIRO JEANNEAU 42 DS ANO SETEMBRO DE 2011 ÚNICO DONO<br><br>2 SUÍTES DE CASAL COMPLETAS COM BANHEIROS COM ÁGUA QUENTE E VASOS ELÉTRICOS<br>SALA AMPLA COM MESA DE NAVEGAÇÃO E PAINEL COMPLETO<br>COZINHA COM FOGÃO COM FORNO E GELADEIRA ELÉTRICA<br>PIA DA COZINHA COM ÁGUA QUENTE E FRIA<br><br>MOTOR YANMAR 54 HPS<br>GERADOR ONAN DE 5 KWA <br>APARELHO DE AR CONDICIONADO DE 18.000 BTUS IMPORTADO <br>APARELHO DE AR CONDICIONADO DE 8.000 BTUS IMPORTADO<br>1 CATRACA ELÉTRICA<br>PAINEL SOLAR COM 2 PLACAS PARA CARREGAR AS BATERIAS<br>BOTE DE HYPALON COM MOTOR DE POPA DE 4 TEMPOS<br>SISTEMA DE AQUECIMENTO DE ÁGUA COM BOILER ELÉTRICO E COM ÁGUA DO MOTOR<br>450 LITROS DE ÁGUA<br>130 LITROS DE ÓLEO DIESEL<br>GUINCHO ELÉTRICO PARA ANCORA COM MEDIDOR DE CORRENTE <br>CAPOTARIA COMPLETA DOG HOUSE E BIMINI TOP E TOLDO DE COBERTURA<br>PINTURA DE FUNDO COM 1 ANO COM TINTA ESPECIAL A BASE DE COBRE QUE DURA POR VOLTA DE 5 ANOS<br>2 TVS SENDO UMA NA CABINE DE POPA E OUTRA NA SALA<br>REGULADOR AUTOMÁTICO DE VOLTAGEM MASTERVOLT <br>LUZES DE FUNDO SUBAQUÁTICAS DE LED<br>VELA MESTRA, GENOA COM ENROLADOR E GENNAKER VERMELHA COM COD ZERO E CAMISINHA<br>BARCO ÚNICO DONO COM IMPORTAÇÃO LEGAL COM TODOS OS IMPOSTOS PAGOS <br>DOCUMENTAÇÃO RENOVADA (DOCUMENTO MODERNO VERDINHO JÁ COM RECIBO EM ANEXO) TUDO EM ORDEM <br>BARCO MUITO NOVO<br>BARCO EM ANGRA DOS REIS RJ<br>TARGA EM AÇO INOX COM 2 BANCOS E SUPORTE PARA BOTE</p>"
"
		Veleiro Rockt 26 Ano 2011 Cabinado
	",90.000,"<p>VELEIRO ROCKT 26 ANO 2011<br>Fabricante: <br>Projetista: Camargo aranha <br>Ano de fabricação: 2011<br>Tamanho (pé):26<br>Calado: 1,60<br>Boca: 2,50<br>Altura máxima da cabine: 1,75<br>Capacidade do tanque de água doce: 100 lts<br>Material do casco: revestido de fibra de vidro<br>Ano do estaiamento: 2011<br>Data da última pintura de fundo: 2017<br><br>Motorização: 8 hp<br>Marca: Yamada 5500rpm<br>Modelo: 8cmh de 2 cilindros em linha<br>Potência (hp): 8<br><br>Velas: grande e Genoa marca olímpic sails, mastro com retranca, enrolador se genoa marca Nautos, catracas nautos 32, catracas h20-8 <br><br>Equipamentos eletrônicos: profundímetro, velocímetro , estação de tempo, bússola, som , tomada 12w , auto falante marca Polly Planar, banheiro com vaso sanitário com descarga manual marca NAutos , suporte articulado para o motor de popa em aço inoxidável, escada telescópica em aço inoxidável , caixa térmica estrutural tipo” porta gelo “, duas baterias , chave elétrica geral , <br><br>Equipamentos elétricos: bomba de água doce shur-Flo modelo 0206 de 12 v , luminárias led, ventilador , bomba de porão , vasos sanitários , fogão duas bocas a gás com forno ROA<br><br>Acessórios: bimini , tela, PAL spy , <br><br>Salvatagem:<br>Obrigatória completa ( x ) Incompleta (   )<br> <br><br>Área de navegação: mar aberto<br>Capacidade máxima de passageiros: 8</p>"
"
		Veleiro Delta 41 Dezembro De 2013 Super Novo
	",800.000,<p>DELTA 41 ANO DEZEMBRO DE 2013/2014<br>FOTOS ILUSTRATIVAS<br>VERSÃO 2 SUÍTES DE CASAL<br>MOTOR YANMAR 54 COM POUCAS HORAS DE USO RECÉM REVISADO<br>GERADOR DIESEL FISHER PANDA 4.2 KWA<br>AR CONDICIONADO ORIGINAL DE FÁBRICA<br>SUPORTE DE INOX NA POPA COM TARGA E PLACAS SOLARES NOVAS<br>BOTE COM MOTOR DE POPA 3.3 HPS<br>GPS PLOTER GARMIN NA RODA DE LEME<br>2 RODAS DE LEME<br>PILOTO AUTOMÁTICO HIDRÁULICO NO QUADRANTE DO LEME<br>GUINCHO ELÉTRICO PARA ANCORA<br>SISTEMA DE ÁGUA QUENTE PARA O BARCO TODO<br>COZINHA COMPLETA<br>UMA CATRACA ELÉTRICA<br>VELA MESTRA COM BATENCAR E LAZY JACK<br>VELA GENOA COM ENROLADOR<br>DOG HOUSE E BIMINI TOP COM FECHAMENTO TOTAL<br>PINTURA DE FUNDO FEITA COM COPER BOAT QUE DURA MAIS UNS 4 A 5 ANOS<br>BARCO EM EXCELENTE ESTADO DE CONSERVAÇÃO (SEGUNDO DONO)<br>FOTOS ILUSTRATIVAS</p>
"
		Vendo Catamã 48 Pés Super Novo
	",1.500.000,"<p>Catamarã super novo com 4 dormitórios, ar condicionado, tv, filtro geladeira, carta nautica gps, sonar, dois banheiros, vídeo https://youtu.be/7jcLHz2evTE</p>"
"
		Veleiro Fast 345 Com Motor Yanmar Em Muito Bom Estado
	",190.000,"<p>VELEIRO FAST 345 EM EXCELENTE ESTADO DE CONSERVAÇÃO E MOTOR YANMAR MUITO NOVO<br><br>MOTOR YANMAR 30 HPS COM POUCO USO E REVISADO RECENTEMENTE PELO REPRESENTANTE YANMAR DE UBATUBA ANSELMAR E SENDO REVISADO A CADA 6 MESES PELO ANTIGO PROPRIETÁRIO <br><br>VELAS NOVAS NORTH SAILS 2017<br>VELA MESTRA COM SISTEMA LAZY JACK <br>LONA DE COBERTURA TOTAL<br>2 PAINEIS SOLARES DE 100 W CADA NA TARGA<br>TARGA COM TURCO PARA O BOTE E 2 BANCOS NO PÚPITO DE POPA<br>GUINCHO ELÉTRICO PARA ANCORA<br>GELADEIRA ELÉTRICA E FOGÃO DE 2 BOCAS COM FORNO<br>WC NOVO ELÉTRICO<br>BOILER DE ÁGUA QUENTE<br>GENOA COM ENROLADOR<br>MESTRA COM CAPA DE RETRANCA<br>E MAIS 4 SACOS DE VELAS SOBRESSALENTES (ESTE BARCO JÁ PARTICIPOU DE UMA REFENO)<br>ELETRÔNICOS RAYMARINE<br>GPS PLOTTER NOVO GARMIN<br>ILUMINAÇÃO TODA EM LED NOVA<br>ESTAÇÃO DE VENTO NOVA 2017<br>SOM CD NOVO COM BLUETOOTH<br>4 BATERIAS NOVAS 2017<br>SONDA<br>PILOTO AUTOMÁTICO RAYMARINE ST 6002 HIDRÁULICO NO QUADRANTE DO LEME <br>RADAR<br>RÁDIO VHF<br>RODA DE LEME COM PILOTO AUTOMÁTICO HIDRÁULICO ST 6002 RAYMARINE<br>CAPOTARIA COMPLETA, BIMINI TOP E CAPAS DE GAIUTAS E VIGIAS<br>BOTE MOTOR DE POPA EM BOM ESTADO DE CONSERVAÇÃO<br>BALSA DE ABANDONO AUTO INFLÁVEL<br>AQUECEDOR DE AMBIENTE NA SALA<br>SALA COM 2 SOFAS E 2 CAMAS NAS LATERAIS PERNOITE PARA 8 PESSOAS<br>SISTEMA ELÉTRICO E PAINEL COM DISJUNTORES TUDO NOVO<br><br>PINTURA DE FUNDO FEITA EM MARÇO DE 2018<br>BARCO EM MUITO BOM ESTADO DE CONSERVAÇÃO E SUPER EQUIPADO</p>"
"
		Casco Polar 43 Redondo Em Aço Carbono Em Fase De Acabamento
	",350.000,"<p>VELEIRO POLAR 43 CASCO DE AÇO REDONDO PROJETO CABINHO<br><br>Veleiro 43 pés, casco redondo (calandrado) em aço carbono,<br>projetado pelo escritório Yachtdesign (Cabinho), construído,<br>de forma extremamente cuidadosa e profissional, pelo estaleiro Metalmar (JOSÉ OSCAR) que foi o engenheiro responsável por todo o processo de soldagem do veleiro de 80 pés em alumínio do Amir Klink junto com a equipe Tiery Stunp<br>A prioridade foi segurança e durabilidade para um casco bem projetado.<br><br>ACOMPANHA O PACOTE UM Mastro e retranca FAROL (novo, embalado como no dia que foi comprado)<br><br>Preparado para instalação de:<br>3 camarotes independentes, a estrutura permite vários desenhos internos, <br>2 banheiros, com 1 na suite de proa,<br>Salão principal com ampla mesa de navegação,<br>Cozinha com freezer e máquina de lavar.<br>Comprimento total - 13.24 m<br>Boca -        4.08 m<br>Calado -      1.70 m<br>Lastro -       3.070 kg<br>Deslocamento -   11.000 kg<br>As seguintes ferragens são em aço inox e já estão soldadas ao casco:<br>Cunhos, fuzis, bico de proa, passa cabos, alças, corrimãos, suporte para balsa.<br>Bordas de gaiutas, vigias e entrada principal,<br>Bases para instalação de catracas, mastro, trilhos para genoa, guincho de ancora.<br>Bases para instalação de targa, guarda mancebos, púlpitos, bímini.<br>Bases para instalação de leme de vento e piloto automático.<br>Base para instalação do mastro soldada ao casco (obs: com um Ore Norueguês interno)<br>2 bases para instalação de balsa de abandono<br>Espaço para trabalho de âncora em inox<br>Quinas vivas e locais de maior atrito em inox<br>Saídas para bombas hidráulicas, escapamentos do motor e do gerador.<br>CUSTO APROXIMADO DE TODAS AS PEÇAS EM AÇO INOX INTEGRADAS AO CASCO (mais de 50.000,00)<br>Entradas de diesel e água doce.<br>Hélice<br>Mancal de encosto com eixo com cruzetas envolto em óleo que não deixa entrar agua no barco e dispensa o alinhamento do eixo ao motor (custou mais de 30.000,00).<br>Tratamento anti-corrosivo de primeira qualidade (veja fotos, tem mais de 50.000,00 de tintas especiais anti-corrosivas) É o mesmo processo utilizado em plataformas de petróleo que recebe 15 anos de garantia contra corrosão<br>Tanques de água com 900 litros integrados ao casco e testados de forma hidrostática para evitar vazamentos.<br>Tanques diesel com 350 litros integrados ao casco e testados de forma hidrostática para evitar vazamentos.<br>Bases para instalação de motor diesel e gerador.<br>Entradas e saídas de água salgada.<br><br>Leme completo (custo aproximado 25.000,00) <br>Quilha de chumbo já soldada ao casco. (custo aproximado R$30.000,00)<br><br><br>Motor diesel Yanmar 4 cilindros 54HP (novo, na caixa)<br>3 Catracas ST Self Tailing superdimensionadas<br>Várias gaiutas e vigias GOYOT (novas, importadas da França)<br>1 guincho elétrico Goyot Francês<br>1 Roda de leme com bitácula e bússola completa pronta para ser instalada<br>2 trilhos para genoa<br><br>Mastro, motor, guincho, etc, todo material foi comprado ou feito sob medida, <br>de acordo com o projeto, para este veleiro.<br><br><br>Até agora estamos trabalhando no interior do barco, onde repintamos por dentro com tinta epoxi, selamos os tanques de água e diesel, colocamos as anteparas e iniciamos os móveis. Também foram instaladas as vigias e gaiutas.<br>Segue relação de materiais para venda:<br>* Casco de aço acabado e pintado<br>* Motor yanmar 54 hp novo, 0 Km<br>* Sistema de propulsão por cardan, com túnel fechado, com retentores.<br>* Mastro, cruzetas e retranca ( marca Farol) novos, ainda embalados.<br>* Par de trilhos da Genoa<br>* 2 catracas Wimaq nº 65<br>* 1 catraca Lewmar nº 46<br>* 1 catraca Wimaq nº 08<br>* Hélice nova<br>* Vigias e gaiutas em alumínio (9) novas - marca Goiot <br>* Um guincho de âncora de 1000W novo<br>* Roda de leme com bitácola e bússola.<br>* 1 vaso sanitário elétrico novo ( na caixa)<br>* Madeira maciça de cedro rosa para terminar os móveis.<br>* Compensado naval de cedro puro para finalizar a marcenaria.<br>* Pias da cozinha <br>* Fogão duas bocas e forno Sailor marine em inox - novo, 0 km.<br>* 2 pias dos banheiros<br>* 40 m de cabo torcido da âncora de 22mm.<br>* Todas as válvulas para fechamento do casco.<br>Segue em anexo as fotos do barco e equipamentos.</p>"
"
		Snipe Lemão - Conservadíssimo - Numeral 27371
	",9.000,<p>Vendo veleiro SNIPE numeral 27371<br>- Carretinha nova<br>- Velas Northsails usadas<br>- Pau de buja<br>- Cabos</p>
"
		Veleiro Fc 43 German Fress Company Yanmar 54 Novo 200 Horas
	",175.000,"<p>VELEIRO CLÁSSICO FC 43 FIBRA DE VIDRO ARGENTINO<br><br>FABRICAÇÃO ESTALEIRO FRESS COMPANY DO PRÓPRIO GERMAN FRESS<br>MOTOR YANMAR 54 HPS COM 5 ANOS DE USO MAS APENAS 200 HORAS DE USO REVISADO<br>HELICE NOVA, ANODOS NOVOS<br>MASTREAÇÃO NOVA COM ESTAIAMENTO NOVO COM 6 ANOS DE USO<br>SISTEMA DE ENROLAR A MESTRA NA RETRANCA<br>SISTEMA ELÉTRICO TOTALMENTE REFEITO TUDO NOVO<br>MARCENARIA INTERNA TODA NOVA FEITA A 5 ANOS<br>FORRAÇÃO DO TETO TODA NOVA COM ACABAMENTO EM FÓRMICA BRANCA<br>VELA MESTRA COM ENROLADOR NA RETRANCA E CAPA DE PROTEÇÃO<br>2 GENOAS DE GARUNCHOS SEM ENROLADOR<br>DOG HOUSE E BIMINI TOP COM LONAS NOVAS<br>TARGA EM AÇO INOX COM PLATAFORMA DE POPA E ESCADA <br>RODA DE LEME <br>600 LITROS DE ÁGUA EM 2 TANQUES DE INOX DE 300 LITROS CADA <br>2 TANQUES DE DIESEL DE INOX TOTAL 180 LITROS<br>INVERSOR DE BATERIAS COM TOMADAS ESPALHADAS PELO BARCO TODO<br>2 BATERIAS DE 150 AMPERES/HORA NOVAS COM GARANTIA<br>2 BANHEIROS COM VASOS HIDRÁULICOS COM BOMBA MANUAL<br>8 CATRACAS IMPORTADAS, GAIUTAS IMPORTADAS<br>RÁDIO VHF HOMOLOGADO <br>APARELHO DE SOM CD PIONNER<br>COZINHA TOTALMENTE NOVA COM<br>GELADEIRA ELÉTRICA TIPO FRIGOBAR NOVA ELETROLUX<br>FORNO DE MICROONDAS PARA TOMADA DE CAIS<br>FOGÃO DE 2 BOCAS COM FORNO, PIA COM CUBA EM AÇO INOX<br>DOCUMENTAÇÃO EM ORDEM INCLUSIVE NO CARTÓRIO NAVAL DO RJ</p>"
"
		Veleiro Peterson 33'
	",110.000,"<p>Veleiro de cruzeiro Peterson 33 com motor Yanmar 3ym30 1850 horas, pintura de fundo feita em 08/2019, geladeira 12v, fogão de duas bocas com forno, 2 placas solares 100 watts (lugar para instalar mais 1) com controlador de voltagem, banco de baterias com 300A todas novas sendo 2 de 100A ciclo profundo, cabeamento novo trocado este ano, 1 âncora principal com 18 metros de corrente mais cabo e 1 âncora secundária com 5 metros de corrente, guincho elétrico para puxar a âncora, velas em bom estado tendo mais 4 velas reserva, salvatagem nova comprada este ano válida até 2022, bomba d'água pressurizada nova, bomba de porão automática, bote de apoio inflável de fundo rígido com motor de popa Parsun 3,6hp, rádio VHF, roda de leme, sonda, piloto automático Raymarine ST4000, televisão monitor (não possui inversor), som, churrasqueira, dog house, bimini, lazy jack, mastro com escada, vaso sanitário com bomba manual nova, tanques de água com 160 litros mais dois galões com 20 e 30 litros, tanque de combustível com 45 litros mais 4 galões de 30 litros cada, plataforma de popa com escada.</p>"
"
		Veleiro Aladin 30
	",200.000,"<p>2° Dono, Motor Yanmar 21 hp 360 horas, Radar Raymarine, Refletor de radar no Stay, GPS Garmin, Piloto Automática Simrad, TP22, Linha da vida West Marine, 2 coletes auto-infláveis West Marine, + Salvatagem completa, Guincho elétrico de ancora, Ancora Delta Original, Corrente + Cabo, Ancora reserva Danfort, Iluminação em LED, 2 bancos de baterias separados, (a bateria para o motor em GEL), Placa Solar Kyocera com carregador MPPT, Tanque de água 360 litros, pressurização de água, banheiro com acionamento elétrico, Duchas no banheiro e plataforma de popa,, Geladeira, Fogão com forno,Churrasqueira Magma a gas, TV em LED LG, Som Sony, Balsa Salva Vidas Plastimo (necessita de revisão), rádio VHF e SSB (na caixa, não instalado), Bote Zefir com motor de 3.3 da Mercury, Pintura de fundo (Micron Premium) em Dezembro de 2018, Poita registrada no Saco da Ribeira em Ubatuba.</p>"
"
		Veleiro Soling
	",15.000,<p>VELEIRO SOLING BRA 15<br>DUFOUR FRANCE<br>1970<br>Guardado no seco<br>Capa nova<br>Carreta</p>
"
		Microtonner 19
	",16.000,"<p>Vendo veleiro microtonner 19 ano 1986 , com carreta rodoviária<br>R$ 16,000,00<br>Estudo troca carro ou moto<br>Tenque pintar e montar<br>1 tripulante mais 4 passageiros<br>Esta mais de 10 anos parado<br>Para quem não conhece da pra dormir 4 pessoas, barco muito forte<br>Quilha retrátil, podendo ser puxado para beira da agua, como um barco comum<br>Eu usava para pescarias e lazer, sem usar as velas, dorme 4 pessoas dentro<br>Vendo motor separado, Yamaha 2007 8 HP 2 cilindros, rabeta longa com tanque 24L original, com retificador original para carregar bateria, tbm tava parado mais de 10 anos, foi revisado, R$ 4500,00 c/ nota ,manual e carrinho<br>Tenho as peças para montagem do barco<br>Rolamentos da quilha ja são para agua salgada<br>Capota com fechamento completo ate a frente<br>Ja com vaso sanitário manual<br>Foi alizado a parte de dentro fo barco<br>Vidro temperado fume da gaiuta<br>Estofamento não completo<br>comprimento: 5,50m <br>linha dagua: 5,10m <br>boca:2,44m <br>calado com bolina: 1,10m (sem 0,19m) <br>area velica: 18,50m <br>deslocamento: 550Kg. <br>Carreta cerca de 300 kg<br>Mais Fotos pelo zap antonio<br>Tudo com doc no meu nome</p>"
"
		Tahiti
	",15.800,
"
		Ranger22
	",27.000,
"
		Veleiro 26'
	",70.000,<p>Veleiro muito bem construído!<br>Vale a pena ver!</p>
"
		Veleiro Samoa 29 Muito Bem Cuidado.
	",90.000,"<p>VELEIRO SAMOA 29 - 1996 - Projeto Cabinho<br>PREÇO: R$ 90.000,00 - aceitamos proposta em barco maior.<br>Veleiro robusto, muito bem construído, arejado, fibra. Barco marinheiro e navega muito bem.<br>Velas em boas condições (1 mestra, 1 genoa e 1 storm)<br>Capa da mestra, Enrolador de Genoa<br>4 defensas,2 boias circulares<br>Plataforma de popa com escada em inox nova muito funcional.Dois assentos em inox na popa. <br>Estofados novos feitos em dezembro de 2018<br>Escotas, Adriças, cabo do enrolador novos<br>Ancora Bruce 10Kg com 9 metros de corrente e 60 de cabo<br>Placa solar 150w. Elétrica nova<br>Hidráulica nova<br>Inversor 300w<br>Luzes de navegação.<br>Rádio VHF<br>2 Bombas elétricas de porão (1 com automático)<br>1 Bomba de porão manual nova<br>Mastro com escada<br>Estaiamento revisado.<br>Substituição do pino de força do mastro.<br>Pintura de fundo com Micron .<br>DogHouse em fibra<br>Bimini<br>3 catracas<br>Banheiro manual, com chuveirinho<br>Chuveiro na popa<br>Bússula<br>Roda de Leme<br>Targa em inox com turco<br>Pia, fogão 2 bocas com forno<br>Geladeira (caixa térmica)<br>Motor Central Agrale M95W 2006 com 18 hp e refrigeração a água<br>Transmissão eixo e pé de galinha com hélice de 3 pas novos refeitos em 08/2019.<br>Todos os registros e braçadeiras novos. <br>Cabine de Proa<br>Cabine de Popa a bombordo<br>Paiol grande<br>Toda parte elétrica e hidráulica funcionando perfeitamente.</p>"
"
		Veleiro Spring 25- Otimo Estado
	",90.000,<p>Veleiro Spring 25 - Ótimo estado <br>** Somente venda / troca por barco posso estudar **<br><br>- Yanmar 1gm10 - Revisão Jul/19<br>- Pintura de fundo - Abril/19<br>- Pintura convés - Abril/19<br>- Polimento costado - Abril/19<br>- Estofado novo - Abril/19<br>- Painel Solar flexível 100W<br>- 2 Baterias Heliar 100 A Frota<br>- Controlador painel solar<br>- Carregador bateria<br>- Tomada 110/220<br>- Piloto automático raymarine St 1000<br>- Estação de vento Wind Nasa - Jan/18<br>- GPS Garmin 420s - com sonda<br>- VHF<br>- Iluminação interna e externa de LED - Jan/18<br>- Agua pressurizada - bomba Jan/18<br>- Velas em bom estado genoa e mestra<br>- Toldo e lazy Jack - Jan/18<br>- Balão genneaker<br>- Gurupés para balão de inox<br>- Salvatagem completa 2018<br>- Holding Tank/Tanque de detritos bomba maceradora ano 2019</p>
"
		Veleiro Rockt 26 Pes - Aceito Permuta
	",90.000,<p>Veleiro ótimo estado . Aceito permuta .<br>Mais informações pelo whats 11-98212-5954</p>
"
		Lasers
	",7.000,
"
		Call
	",68.000,"<p>Veleiro Call 30 pes, com 02 genoas, vela de temporal, mestra, corrente em aço galvanizado 02 ,catracas em inoz, bussola, radio VHF,som, sanitario,,fogão,energia solar,guincho eletrico,. Recentemente participamos da regata ARATU X MARAGOGIPE.. este veleiro encontra-se no PIER NORTE, vaga molhada , localizada na RIbeira -Salvador-Ba.</p>"
"
		Veleiro Laser
	",5.350,"<p>LASER COMPLETO, PRONTO PARA NAVEGAR. GUARDADO NO MINAS NÁUTICO NA LAGOA DOS INGLESES. NÃO INLCUI O CARRINHO DE REBOQUE.</p>"
"
		Hobbie Cat - 14 Pés - Desmontado - Parecido Com O Da Foto
	",3.000,<p>Hobbie Cat usado 14 pés em bom estado.Vai junto o carrinho de transporte.</p>
"
		Holder 12
	",3.500,"<p>vendo veleiro, um HODER 12, completo com mastro, retranca, vela, bolina, leme, ferragens, . não acompanha carreta. Veleiros em Suzano Sp. Eventualmente, posso entregar combinando o frete com o comprador. O veleiro estã em Suzano Sp.R$3.500,00</p>"
"
		Veleiro Tahiti 16 Pés
	",12.000,"<p>Veleiro cabinado, com bolina fixa, muito novo e bem cuidado, casco e mastro íntegros, dois conjuntos de velas e um balão em muito bom estado, estofados idem, pintura do casco nova, com carreta de encalhe. Não acompanha motor de popa. Ideal para iniciantes ou família com crianças. Aceito oferta e eventuais trocas. Está na Lagoa dos Ingleses - Nova Lima/MG.</p>"
"
		Veleiro Marreco Brasília
	",15.000,"<p>Veleiro de 16 Pés cabinado , contém vela principal , Genoa, Buja e Balão, luzes de navegação , colete salva vidas , boia , bateria , som , placa solar , motor 8 Hp. O veleiro se encontra em excelente condições de navegações , um barco tanto para os iniciante no mundo náutico como aqueles que gostam de uma boa velejada</p>"
"
		Brasília 25
	",55.000,"<p>Barco a vela BRASÍLIA 25, todo equipado com capa e reboque, motor novo Mariner. Banheiro, cama de casal, pia, fogão, churrasqueira, 2 mesas e etc. Atracado na AABB.</p>"
"
		Pantanal 25 Pés
	",80.000,"<p>Veleiro semi-novo Pantanal 25 pés, em marina nobre no Guarujá, pronto para curtir a emoção de velejar. <br>Um veleiro leve, simples e versátil mas com todo o conforto de um barco grande! Ideal para quem quer começar a velejar no mar... <br><br>Principais equipamentos incluídos: <br>- Motor de popa Yamaha 8HP de 2T; <br>- 02 stoppers Spinlock; <br>- Enrolador Genoa Nautos #0; <br>- 02 catracas Harken B8CCA; <br>- 02 catracas Lewmar Self-Tailing 16ST; <br>- Bussola Ritchie; <br>- GPS Garmin 440s; <br>- Ecobatímetro Raymarine ST40 Bidata; <br>- Radio VHF Uniden Solara DSC; <br>- 250 l água doce; <br>- Inversor 750W; <br>- Carregador bateria; <br>- Piloto automático Raymarine ST1000; <br>- 02 baterias 105Ah Moura Boat; <br>- Guincho elétrico p/quilha; e <br>- Carreta de encalhe. <br><br>Construído pelo mesmo estaleiro que finalizou o veleiro Paratii, de Amyr Klink.<br>Casco e convés em tecido de fibra, resina isoftálica e composites Divinycell, laminados com plano de laminação e supervisão da Barrracuda.<br>Mastreação Farol Náutica, Gurupés Sélden e ferragens em aço inox 16L. Genoa (c/enrolador) e Mestra em dacron importado e uma Gennaker em nylon.<br>Equipado com um guincho elétrico para içar e baixar a quilha com facilidade.<br>Motor de popa Yamaha 8HP de dois tempos, rabeta longa.<br>Dois tanques de combustível, com autonomia de aproximadamente 70 milhas (15h) de navegação, apenas com o motor.<br>Cozinha com fogareiro portátil de duas bocas.<br>Piloto automático, Ecobatímetro, Bussola, GPS e Radio VHF SSB.<br>Bomba de porão de 800 GPH e bomba manual. Chuveiro na popa e banheiro com vaso sanitário manual.<br>Sistema elétrico com tomadas 12V, Inversor de 750W (p/110V AC). Carregador de baterias de 6A e duas baterias de 105 Ah cada.<br>Inclui carreta de encalhe em madeira e bote de apoio para três pessoas.</p>"
